LEVEL,code,name,full_name,cname,full_cname,lower_cname
4,2RUS000VOG,Volgograd,,伏尔加格勒,,volgograd
4,2RUS000VOR,Voronezh,,沃罗涅什,,voronezh
4,2RUS000VUS,Velikij Novgorod,,诺夫哥罗德,,velikij novgorod
4,2RUS000VVO,Vladivostok,,海参崴,,vladivostok
4,2RUS000YOL,Yoshkar-Ola,,约什卡尔奥拉,,yoshkar-ola
4,2SVK000BBY,Banskobystricky,,班斯卡-比斯特里察,,banskobystricky
4,2SVK000BTS,Bratislavsky,,布拉迪斯拉发,,bratislavsky
4,2SVK000KOR,Koricky,,科希策,,koricky
4,2SVK000NRA,Nitriansky,,尼特拉,,nitriansky
4,2SVK000POV,Prerovsky,,普雷绍夫,,prerovsky
4,2SVK000RIL,Rilinsky,,日利纳,,rilinsky
4,2SVK000TNA,Trnavsky,,特尔纳瓦,,trnavsky
4,2SVK000TRE,Trenriansky,,特伦钦,,trenriansky
4,2SVN000DLJ,Dolenjska,,多雷尼,,dolenjska
4,2SVN000GSK,Goriska,,戈里,,goriska
4,2SVN000GSZ,Gorenjska,,戈雷尼,,gorenjska
4,2SVN000KOR,Koroska,,科洛,,koroska
4,2SVN000NKR,Notranjsko-kraska,,诺特拉尼,,notranjsko-kraska
4,2SVN000OKR,Obalno-kraska,,奥巴尔诺-克拉,,obalno-kraska
4,2SVN000OSR,Osrednjeslovenska,,奥斯雷德涅斯洛文,,osrednjeslovenska
4,2SVN000POD,Podravska,,波德拉夫,,podravska
4,2SVN000POM,Pomurska,,波穆尔,,pomurska
4,2SVN000SAV,Savinjska,,萨维尼,,savinjska
4,2SVN000SPO,Spodnjeposavska,,斯波德涅波萨夫,,spodnjeposavska
4,2SVN000ZAS,Zasavska,,扎萨夫,,zasavska
4,2SWE00000C,Uppsala,,乌普萨拉,,uppsala
4,2SWE00000D,Sodermanlands,,南曼兰,,sodermanlands
4,2SWE00000F,Jonkopings,,延雪平,,jonkopings
4,2SWE00000G,Kronobergs,,克鲁努贝里,,kronobergs
4,2SWE00000H,Kalmar,,卡尔马,,kalmar
4,2SWE00000I,Gotlands,,哥得兰,,gotlands
4,2SWE00000K,Blekinge,,布莱金厄,,blekinge
4,2SWE00000M,Skane,,斯科耐,,skane
4,2SWE00000N,Hallands,,哈兰,,hallands
4,2SWE00000O,Vastra Gotalands,,西约特兰,,vastra gotalands
4,2SWE00000S,Varmlands,,韦姆兰,,varmlands
4,2SWE00000T,Orebro,,厄勒布鲁,,orebro
4,2SWE00000U,Vastmanlands,,西曼兰,,vastmanlands
4,2SWE00000X,Gavleborgs,,耶夫勒堡,,gavleborgs
4,2SWE00000Y,Vasternorrlands,,西诺尔兰,,vasternorrlands
4,2SWE00000Z,Jamtlands,,耶姆特兰,,jamtlands
4,2SWE0000AB,Stockholms,,斯德哥尔摩,,stockholms
4,2SWE0000AC,Vasterbottens,,西博滕,,vasterbottens
4,2SWE0000BD,Norrbottens,,北博滕,,norrbottens
4,2SWE000DLN,Dalarnas,,达拉纳,,dalarnas
4,2SWE000UGL,Ustergotland,,东约特兰,,ustergotland
4,2UKR000005,Vinnytsya,,文尼察,,vinnytsya
4,2UKR000007,Volyn,,沃伦,,volyn
4,2UKR000009,Luhansk,,卢甘斯克,,luhansk
4,2UKR000012,Dnipropetrovsk,,第聂伯罗波得罗夫斯克,,dnipropetrovsk
4,2UKR000014,Donetsk,,顿涅茨克,,donetsk
4,2UKR000018,Zhytomyr,,日托米尔,,zhytomyr
4,2UKR000021,Zakarpatska,,外喀尔巴阡,,zakarpatska
4,2UKR000023,Zaporizhzhya,,扎波罗热,,zaporizhzhya
4,2UKR000026,Ivano-Frankivsk,,伊万－弗兰科夫州,,ivano-frankivsk
4,2UKR000030,Kyiv,,基辅,,kyiv
4,2UKR000035,Kirovohrad,,基洛夫格勒,,kirovohrad
4,2UKR000043,Respublika Krym,,克里米亚自治共和国,,respublika krym
4,2UKR000046,Lviv,,利沃夫,,lviv
4,2UKR000048,Mykolayiv,,尼古拉耶夫,,mykolayiv
4,2UKR000051,Odessa,,敖德萨,,odessa
4,2UKR000053,Poltava,,波尔塔瓦,,poltava
4,2UKR000056,Rivne,,罗夫诺,,rivne
4,2UKR000059,Sumy,,苏梅,,sumy
4,2UKR000061,Ternopil,,捷尔诺波尔,,ternopil
4,2UKR000063,Kharkiv,,哈尔科夫,,kharkiv
4,2UKR000065,Khersonsrka,,赫尔松州,,khersonsrka
4,2UKR000068,Khmelnytsky,,赫梅利尼茨基,,khmelnytsky
4,2UKR000071,Cherkasy,,切尔卡瑟,,cherkasy
4,2UKR000074,Chernihiv,,切尔尼戈夫,,chernihiv
4,2UKR000077,Chernivtsi,,切尔诺夫策,,chernivtsi
4,3AGO000BGO,Bengo,,本戈,,bengo
4,3AGO000BGU,Benguela,,本格拉,,benguela
4,3AGO000BIE,Bie,,比耶,,bie
4,3AGO000CAB,Cabinda,,卡宾达,,cabinda
4,3AGO000CCU,Cuando Cubango,,宽多库邦戈,,cuando cubango
4,3AGO000CNN,Cunene,,库内内,,cunene
4,3AGO000CNO,Cuanza Norte,,北宽扎,,cuanza norte
4,3AGO000CUS,Cuanza Sul,,南宽扎,,cuanza sul
4,3AGO000HUA,Huambo,,万博,,huambo
4,3AGO000HUI,Huila,,威拉,,huila
4,3AGO000LNO,Lunda Norte,,北隆达,,lunda norte
4,3AGO000LSU,Lunda Sul,,南隆达,,lunda sul
4,3AGO000LUA,Luanda,,罗安达,,luanda
4,3AGO000MAL,Malanje,,马兰热,,malanje
4,3AGO000MOX,Moxico,,莫希科,,moxico
4,3AGO000NAM,Namibe,,纳米贝,,namibe
4,3AGO000UIG,Uige,,威热,,uige
4,3AGO000ZAI,Zaire,,扎伊尔,,zaire
4,3BDI0000BB,Bubanza,,布班扎,,bubanza
4,3BDI0000BM,Bujumbura Mairie,,布琼布拉城市,,bujumbura mairie
4,3BDI0000BR,Bururi,,布鲁里,,bururi
4,3BDI0000BU,Bujumbura Rural,,布琼布拉乡村,,bujumbura rural
4,3BDI0000CA,Cankuzo,,坎库佐,,cankuzo
4,3BDI0000CI,Cibitoke,,锡比托凯,,cibitoke
4,3BDI0000GI,Gitega,,基特加,,gitega
4,3BDI0000KI,Kirundo,,基龙多,,kirundo
4,3BDI0000KR,Karuzi,,卡鲁济,,karuzi
4,3BDI0000KY,Kayanza,,卡扬扎,,kayanza
4,3BDI0000MA,Makamba,,马坎巴,,makamba
4,3BDI0000MU,Muramvya,,穆拉姆维亚,,muramvya
4,3BDI0000MW,Mwaro,,穆瓦洛,,mwaro
4,3BDI0000MY,Muyinga,,穆因加,,muyinga
4,3BDI0000NG,Ngozi,,恩戈齐,,ngozi
4,3BDI0000RT,Rutana,,鲁塔纳,,rutana
4,3BDI0000RY,Ruyigi,,鲁伊吉,,ruyigi
4,3BEN0000AK,Atakora,,阿塔科拉,,atakora
4,3BEN0000AL,Alibori,,阿黎博里,,alibori
4,3BEN0000AQ,Atlantique,,大西洋,,atlantique
4,3BEN0000BO,Borgou,,博尔古,,borgou
4,3BEN0000CO,Collines,,丘陵,,collines
4,3BEN0000DO,Donga,,峡谷,,donga
4,3BEN0000KO,Kouffo,,库福,,kouffo
4,3BEN0000LI,Littoral,,滨海,,littoral
4,3BEN0000MO,Mono,,莫诺,,mono
4,3BEN0000OU,Oueme,,韦梅,,oueme
4,3BEN0000PL,Plateau,,高原,,plateau
4,3BEN0000ZO,Zou,,祖,,zou
4,3BEN000BOH,Bohicon,,波希康市,,bohicon
4,3BFA000BAL,Bale,,巴雷,,bale
4,3BFA000BAM,Bam,,巴姆,,bam
4,3BFA000BAN,Banwa,,巴瓦,,banwa
4,3BFA000BAZ,Bazega,,巴泽加,,bazega
4,3BFA000BLG,Boulgou,,布尔古,,boulgou
4,3BFA000BOK,Boulkiemde,,布尔基恩德,,boulkiemde
4,3BFA000BOR,Bougouriba,,布古里巴,,bougouriba
4,3BFA000COM,Comoe,,科莫埃,,comoe
4,3BFA000GAN,Ganzourgou,,冈祖尔古,,ganzourgou
4,3BFA000GNA,Gnagna,,尼亚尼亚,,gnagna
4,3BFA000GOU,Gourma,,古尔马,,gourma
4,3BFA000HOU,Houet,,乌埃,,houet
4,3BFA000IOA,Ioba,,伊奥巴,,ioba
4,3BFA000KAD,Kadiogo,,卡焦戈,,kadiogo
4,3BFA000KEN,Kenedougou,,凯内杜古,,kenedougou
4,3BFA000KOL,Koulpelogo,,库尔佩罗戈,,koulpelogo
4,3BFA000KOO,Komondjari,,科蒙加里,,komondjari
4,3BFA000KOP,Kompienga,,孔皮恩加,,kompienga
4,3BFA000KOS,Kossi,,孔西,,kossi
4,3BFA000KOT,Kouritenga,,库里滕加,,kouritenga
4,3BFA000KOW,Kourweogo,,库尔维奥戈,,kourweogo
4,3BFA000LER,Leraba,,雷拉巴,,leraba
4,3BFA000LOR,Loroum,,罗卢姆,,loroum
4,3BFA000MOU,Mouhoun,,穆翁,,mouhoun
4,3BFA000NAH,Nahouri,,纳乌里,,nahouri
4,3BFA000NAM,Namentenga,,纳门滕加,,namentenga
4,3BFA000NAY,Nayala,,纳亚拉,,nayala
4,3BFA000NOU,Noumbiel,,努姆比埃尔,,noumbiel
4,3BFA000OUB,Oubritenga,,乌布里滕加,,oubritenga
4,3BFA000OUD,Oudalan,,乌达兰,,oudalan
4,3BFA000PAS,Passore,,帕索雷,,passore
4,3BFA000PON,Poni,,波尼,,poni
4,3BFA000SAG,Sanguie,,桑吉,,sanguie
4,3BFA000SAM,Sanmatenga,,桑马滕加,,sanmatenga
4,3BFA000SEN,Seno,,塞诺,,seno
4,3BFA000SIS,Sissili,,锡西里,,sissili
4,3BFA000SOM,Soum,,苏姆,,soum
4,3BFA000SOR,Sourou,,苏鲁,,sourou
4,3BFA000TAP,Tapoa,,塔波阿,,tapoa
4,3BFA000TUY,Tuy,,图伊,,tuy
4,3BFA000YAG,Yagha,,亚加,,yagha
4,3BFA000YAT,Yatenga,,亚滕加,,yatenga
4,3BFA000ZIR,Ziro,,济罗,,ziro
4,3BFA000ZOD,Zondoma,,宗多马,,zondoma
4,3BFA000ZOW,Zoundweogo,,宗德韦奥戈,,zoundweogo
4,3CAF0000AC,Ouham,,瓦姆,,ouham
4,3CAF0000BB,Bamingui-Bangoran,,巴明吉-班戈兰,,bamingui-bangoran
4,3CAF0000BI,Bimbo,,宾博,,bimbo
4,3CAF0000BK,Basse-Kotto,,下科托,,basse-kotto
4,3CAF0000HK,Haute-Kotto,,上科托,,haute-kotto
4,3CAF0000HM,Haut-Mbomou,,上姆博穆,,haut-mbomou
4,3CAF0000HS,Mambere-Kadei,,曼贝雷-卡代,,mambere-kadei
4,3CAF0000KB,Nana-Gribizi,,纳纳-格里比齐,,nana-gribizi
4,3CAF0000KG,Kemo,,凯莫,,kemo
4,3CAF0000LB,Lobaye,,洛巴伊,,lobaye
4,3CAF0000MB,Mbomou,,姆博穆,,mbomou
4,3CAF0000MP,Ombella-Mpoko,,翁贝拉-姆波科,,ombella-mpoko
4,3CAF0000NM,Nana-Mambere,,纳纳-曼贝雷,,nana-mambere
4,3CAF0000OP,Ouham-Pende,,瓦姆-彭代,,ouham-pende
4,3CAF0000SE,Sangha-Mbaere,,桑加-姆巴埃雷,,sangha-mbaere
4,3CAF0000UK,Ouaka,,瓦卡,,ouaka
4,3CAF0000VK,Vakaga,,瓦卡加,,vakaga
4,3CAF000BGF,Bangui,,班吉直辖市,,bangui
4,3CIV0000AG,Agnebi,,阿涅比,,agnebi
4,3CIV0000BF,Bafing,,巴芬,,bafing
4,3CIV0000BS,Bas-Sassandra,,下萨桑德拉,,bas-sassandra
4,3CIV0000DE,Denguele,,登盖莱,,denguele
4,3CIV0000DH,Montagnes,,山地,,montagnes
4,3CIV0000FR,Fromager,,弗罗马格尔,,fromager
4,3CIV0000HT,Haut-Sassandra,,萨桑德拉,,haut-sassandra
4,3CIV0000LC,Lacs,,湖泊,,lacs
4,3CIV0000LG,Lagunes,,泻湖,,lagunes
4,3CIV0000MC,Moyen-Comoe,,中科莫埃,,moyen-comoe
4,3CIV0000MR,Marahoue,,马拉韦,,marahoue
4,3CIV0000MV,Moyen-Cavally,,中卡瓦利,,moyen-cavally
4,3CIV0000NC,Nzi-Comoe,,恩济－科莫埃,,nzi-comoe
4,3CIV0000SB,Sud-Bandama,,南邦达马,,sud-bandama
4,3CIV0000SC,Sud-Comoe,,南科莫埃,,sud-comoe
4,3CIV0000SV,Savanes,,萨瓦纳,,savanes
4,3CIV0000VB,Vallee du Bandama,,邦达马河谷,,vallee du bandama
4,3CIV0000WR,Worodougou,,沃罗杜古,,worodougou
4,3CIV0000ZA,Zanzan,,赞赞,,zanzan
4,3CMR000ADA,Adamaoua,,阿达马瓦,,adamaoua
4,3CMR000CEN,Central,,中央,,central
4,3CMR000EST,Eastern,,东部,,eastern
4,3CMR000EXN,Extreme-Nord,,北端,,extreme-nord
4,3CMR000LIT,Littoral,,滨海,,littoral
4,3CMR000NOR,Northern,,北部,,northern
4,3CMR000NOT,Nord-Oueste,,西北,,nord-oueste
4,3CMR000OUE,Western,,西部,,western
4,3CMR000SOU,Sud-Oueste,,西南,,sud-oueste
4,3CMR000SUD,Debub,,南部,,debub
4,3CPV0000BR,Brava,,布拉瓦岛,,brava
4,3CPV0000BV,Boa Vista,,博阿维斯塔岛,,boa vista
4,3CPV0000CA,Santa Catarina,,圣卡塔琳娜,,santa catarina
4,3CPV0000CR,Santa Cruz,,圣克鲁斯,,santa cruz
4,3CPV0000FO,Fogo,,福古岛,,fogo
4,3CPV0000IA,Santiago,,圣地亚哥岛,,santiago
4,3CPV0000MA,Maio,,马尤岛,,maio
4,3CPV0000MO,Mosteiros,,莫斯特罗,,mosteiros
4,3CPV0000PA,Paul,,保尔,,paul
4,3CPV0000PN,Porto Novo,,波多诺伏,,porto novo
4,3CPV0000PR,Praia,,普拉亚,,praia
4,3CPV0000RG,Ribeira Grande,,大里贝拉,,ribeira grande
4,3CPV0000SA,Santo Antao,,圣安唐岛,,santo antao
4,3CPV0000SD,Sao Domingos,,圣多明戈,,sao domingos
4,3CPV0000SF,Sao Filipe,,圣菲利普,,sao filipe
4,3CPV0000SL,Sal,,萨尔岛,,sal
4,3CPV0000SM,Sao Miguel,,圣米戈尔,,sao miguel
4,3CPV0000SN,Sao Nicolau,,圣尼古拉岛,,sao nicolau
4,3CPV0000SV,Sao Vicente,,圣维森特岛,,sao vicente
4,3CPV0000TA,Tarrafal,,塔拉法尔,,tarrafal
4,3DJI00000K,Dikhil,,迪基勒区,,dikhil
4,3DJI00000O,Obock,,奥博克区,,obock
4,3DJI00000S,Ali Sabih,,阿里萨比赫区,,ali sabih
4,3DJI00000T,Tadjoura,,塔朱拉区,,tadjoura
4,3DZA000AAE,Annaba,,安纳巴,,annaba
4,3DZA000ADE,Ain Defla,,艾因·德夫拉,,ain defla
4,3DZA000ADR,Adrar,,阿德拉尔,,adrar
4,3DZA000ALG,Alger,,阿尔及尔,,alger
4,3DZA000ATE,Ain Temouchent,,艾因·蒂姆尚特,,ain temouchent
4,3DZA000BAT,Batna,,巴特纳,,batna
4,3DZA000BEC,Bechar,,贝沙尔,,bechar
4,3DZA000BIS,Biskra,,比斯克拉,,biskra
4,3DZA000BJA,Bejaia,,贝贾亚,,bejaia
4,3DZA000BLI,Blida,,布利达,,blida
4,3DZA000BOA,Bouira,,布依拉,,bouira
4,3DZA000BOR,Bordj Bou Arreridj,,布尔吉·布阿雷里吉,,bordj bou arreridj
4,3DZA000BOU,Boumerdes,,布迈德斯,,boumerdes
4,3DZA000CHL,Chlef,,谢里夫,,chlef
4,3DZA000CZL,Constantine,,君士坦丁,,constantine
4,3DZA000DJE,Djelfa,,杰勒法,,djelfa
4,3DZA000EBA,El Bayadh,,贝伊德,,el bayadh
4,3DZA000EOU,El Oued,,瓦德,,el oued
4,3DZA000ETA,El Tarf,,塔里夫,,el tarf
4,3DZA000GHA,Ghardaia,,盖尔达耶,,ghardaia
4,3DZA000GUE,Guelma,,盖尔马,,guelma
4,3DZA000ILL,Illizi,,伊利齐,,illizi
4,3DZA000IOU,Tizi Ouzou,,提济乌祖,,tizi ouzou
4,3DZA000JIJ,Jijel,,吉杰尔,,jijel
4,3DZA000KHE,Khenchela,,罕西拉,,khenchela
4,3DZA000LAG,Laghouat,,拉格瓦特,,laghouat
4,3DZA000MED,Medea,,麦迪亚,,medea
4,3DZA000MIL,Mila,,密拉,,mila
4,3DZA000MOS,Mostaganem,,莫斯塔加纳姆,,mostaganem
4,3DZA000MSI,Msila,,姆西拉,,msila
4,3DZA000MUA,Mascara,,马斯卡拉,,mascara
4,3DZA000NAA,Naama,,纳阿马,,naama
4,3DZA000OEB,Oum el Bouaghi,,乌姆布阿基,,oum el bouaghi
4,3DZA000ORA,Oran,,奥兰,,oran
4,3DZA000OUA,Ouargla,,瓦尔格拉,,ouargla
4,3DZA000REL,Relizane,,赫利赞,,relizane
4,3DZA000SAH,Souk Ahras,,苏克·阿赫拉斯,,souk ahras
4,3DZA000SAI,Saida,,赛伊达,,saida
4,3DZA000SBA,Sidi Bel Abbes,,西迪贝勒阿贝斯,,sidi bel abbes
4,3DZA000SET,Setif,,塞蒂夫,,setif
4,3DZA000SKI,Skikda,,斯基克达,,skikda
4,3DZA000TAM,Tamanghasset,,塔曼拉塞特,,tamanghasset
4,3DZA000TEB,Tebessa,,特贝萨,,tebessa
4,3DZA000TIA,Tiaret,,提亚雷特,,tiaret
4,3DZA000TIN,Tindouf,,廷杜夫,,tindouf
4,3DZA000TIP,Tipaza,,蒂巴扎,,tipaza
4,3DZA000TIS,Tissemsilt,,蒂斯姆西勒特,,tissemsilt
4,3DZA000TLE,Tlemcen,,特莱姆森,,tlemcen
4,3EGY000ALY,Alexandria,,亚历山大,,alexandria
4,3EGY000ASW,Aswan,,阿斯旺,,aswan
4,3EGY000CAI,Cairo,,开罗,,cairo
4,3EGY000GBY,Al Ghurdaqah,,古尔代盖,,al ghurdaqah
4,3EGY000SKH,Shubra al Khaymah,,苏布拉开马,,shubra al khaymah
4,3ERI0000BR,Gash Barka,,加什·巴尔卡,,gash barka
4,3ERI0000DE,Debub,,南部,,debub
4,3ERI0000DK,Debubawi Keyih Bahri,,南红海,,debubawi keyih bahri
4,3ERI0000KE,Anseba,,安塞巴,,anseba
4,3ERI0000MA,Al-Wusta,,中部,,al-wusta
4,3ERI0000SK,Semenawi Keyih Bahri,,北红海,,semenawi keyih bahri
4,3ETH0000AA,Adis abeba,,亚的斯亚贝巴,,adis abeba
4,3ETH0000AF,Afar,,阿法尔,,afar
4,3ETH0000AH,Amara,,阿姆哈拉,,amara
4,3ETH0000BG,Binshangul Gumuz,,宾香古尔,,binshangul gumuz
4,3ETH0000DD,Dire Dawa,,德雷达瓦,,dire dawa
4,3ETH0000GB,Gambela Hizboch,,甘贝拉各族,,gambela hizboch
4,3ETH0000HR,Hareri  Hizb,,哈勒里民族,,hareri  hizb
4,3ETH0000OR,Oromiya,,奥罗米亚,,oromiya
4,3ETH0000SM,Sumale,,索马里,,sumale
4,3ETH0000SN,YeDebub Biheroch,,南方各族,,yedebub biheroch
4,3ETH0000TG,Tigray,,提格雷,,tigray
4,3GAB0000ES,Estuaire,,河口,,estuaire
4,3GAB0000HO,Haut-Ogooue,,上奥果韦,,haut-ogooue
4,3GAB0000MO,Moyen-Ogooue,,中奥果韦,,moyen-ogooue
4,3GAB0000NG,Ngounie,,恩古涅,,ngounie
4,3GAB0000NY,Nyanga,,尼扬加,,nyanga
4,3GAB0000OI,Ogooue-Ivindo,,奥果韦-伊温多,,ogooue-ivindo
4,3GAB0000OL,Ogooue-Lolo,,奥果韦-洛洛,,ogooue-lolo
4,3GAB0000OM,Ogooue-Maritime,,滨海奥果韦,,ogooue-maritime
4,3GAB0000WN,Woleu-Ntem,,沃勒-恩特姆,,woleu-ntem
4,3GHA0000AS,Ashanti,,阿散蒂,,ashanti
4,3GHA0000BA,Brong Ahafo,,布朗阿哈福,,brong ahafo
4,3GHA0000CE,Al-Wusta,,中部,,al-wusta
4,3GHA0000EA,Eastern,,东部,,eastern
4,3GHA0000GA,Greater Accra,,大阿克拉,,greater accra
4,3GHA0000NO,Northern,,北部,,northern
4,3GHA0000UE,Upper East,,上东部,,upper east
4,3GHA0000UW,Upper West,,上西部,,upper west
4,3GHA0000VO,Volta,,沃尔特,,volta
4,3GHA0000WE,Western,,西部,,western
4,3GHA000OBU,Obuasi,,奥布阿西,,obuasi
4,3GIN000BOK,Boke,,博凯,,boke
4,3GIN000CNK,Conakry,,科纳克里,,conakry
4,3GIN000FRN,Faranah,,法拉纳,,faranah
4,3GIN000KND,Kindia,,金迪亚,,kindia
4,3GIN000KNK,Kankan,,康康,,kankan
4,3GIN000LAB,Labe,,拉贝,,labe
4,3GIN000MAM,Mamou,,玛木,,mamou
4,3GIN000NZR,Nzerekore,,恩泽雷科雷,,nzerekore
4,3KEN0000CE,Central,,中央,,central
4,3KEN0000NA,Nairobi,,内罗毕,,nairobi
4,3KEN000BAR,Baringo,,巴林戈,,baringo
4,3KEN000BOM,Bomet,,博美特,,bomet
4,3KEN000BUN,Bungoma,,邦戈马,,bungoma
4,3KEN000BUS,Busia,,布希亚,,busia
4,3KEN000EMA,Elgeyo-Marakwet,,埃尔格约-马拉奎特,,elgeyo-marakwet
4,3KEN000EMB,Embu,,恩布,,embu
4,3KEN000GAS,Garissa,,加里萨,,garissa
4,3KEN000HOB,Homa Bay,,霍马湾,,homa bay
4,3KEN000ISI,Isiolo,,伊希约洛,,isiolo
4,3KEN000KAJ,Kajiado,,卡耶亚多,,kajiado
4,3KEN000KAK,Kakamega,,卡卡梅加,,kakamega
4,3KEN000KEY,Kericho,,凯里乔,,kericho
4,3KEN000KIA,Kiambu,,基安布,,kiambu
4,3KEN000KII,Kisii,,基西,,kisii
4,3KEN000KIL,Kilifi,,基里菲,,kilifi
4,3KEN000KIR,Kirinyaga,,基里尼亚加,,kirinyaga
4,3KEN000KIS,Kisumu,,基苏木,,kisumu
4,3KEN000KIT,Kitui,,基图伊,,kitui
4,3KEN000KWA,Kwale,,夸勒,,kwale
4,3KEN000LAI,Laikipia,,莱基皮亚,,laikipia
4,3KEN000LAU,Lamu,,拉木,,lamu
4,3KEN000MAC,Machakos,,马查科斯,,machakos
4,3KEN000MAK,Makueni,,马瓜尼,,makueni
4,3KEN000MAN,Mandera,,曼德拉,,mandera
4,3KEN000MER,Meru,,梅鲁,,meru
4,3KEN000MIG,Migori,,米戈利,,migori
4,3KEN000MOM,Mombasa,,蒙巴萨,,mombasa
4,3KEN000MUR,Muranga,,穆兰卡,,muranga
4,3KEN000NAN,Nandi,,南迪,,nandi
4,3KEN000NAR,Narok,,纳罗克,,narok
4,3KEN000NIT,Nithi,,尼蒂,,nithi
4,3KEN000NUU,Nakuru,,纳库鲁,,nakuru
4,3KEN000NYE,Nyeri,,涅里,,nyeri
4,3KEN000NYM,Nyamira,,尼亚米拉,,nyamira
4,3KEN000NYN,Nyandarua,,年达鲁阿,,nyandarua
4,3KEN000RBT,Marsabit,,马萨布布,,marsabit
4,3KEN000SIA,Siaya,,夏亚,,siaya
4,3KEN000TNZ,Trans-Nzoia,,特兰斯-恩佐亚,,trans-nzoia
4,3KEN000TRI,Tana River,,塔纳河,,tana river
4,3KEN000TTA,Taita-Taveta,,泰塔塔维塔,,taita-taveta
4,3KEN000TUR,Turkana,,图尔卡纳,,turkana
4,3KEN000UAS,Samburu,,桑布卢,,samburu
4,3KEN000UGI,Uasin Gishu,,瓦辛基苏,,uasin gishu
4,3KEN000VIH,Vihiga,,韦希加,,vihiga
4,3KEN000WJR,Wajir,,瓦吉尔,,wajir
4,3KEN000WPO,West Pokot,,西波克特,,west pokot
4,3LBR0000BG,Bong,,邦,,bong
4,3LBR0000BM,Bomi,,博米,,bomi
4,3LBR0000CM,Grand Cape Mount,,大角山,,grand cape mount
4,3LBR0000FT,Fish Town,,菲什敦,,fish town
4,3LBR0000GB,Grand Bassa,,大巴萨,,grand bassa
4,3LBR0000GG,Grand Gedeh,,大吉德,,grand gedeh
4,3LBR0000GK,Grand Kru,,大克鲁,,grand kru
4,3LBR0000LO,Lofa,,洛法,,lofa
4,3LBR0000MG,Margibi,,马吉比,,margibi
4,3LBR0000MO,Montserrado,,蒙特塞拉多,,montserrado
4,3LBR0000MY,Maryland,,马里兰,,maryland
4,3LBR0000NI,Nimba,,宁巴,,nimba
4,3LBR0000RG,River Gee,,吉河,,river gee
4,3LBR0000RI,River Cess,,里弗塞斯,,river cess
4,3LBR0000SI,Sinoe,,锡诺,,sinoe
4,3LBR000BOP,Bopolu,,博波卢,,bopolu
4,3LBR000GBA,Gbarpolu,,巴波卢,,gbarpolu
4,3LSO00000A,Maseru,,马塞卢,,maseru
4,3LSO00000B,Butha-Buthe,,布塔布泰,,butha-buthe
4,3LSO00000C,Leribe,,莱里贝,,leribe
4,3LSO00000D,Berea,,伯里亚,,berea
4,3LSO00000E,Mafeteng,,马费滕,,mafeteng
4,3LSO00000F,Mohales Hoek,,莫哈莱斯胡克,,mohales hoek
4,3LSO00000G,Quthing,,古廷,,quthing
4,3LSO00000H,Qachas Nek,,加查斯内克,,qachas nek
4,3LSO00000J,Mokhotlong,,莫霍特隆,,mokhotlong
4,3LSO00000K,Thaba-Tseka,,塔巴采卡,,thaba-tseka
4,3MAR000CBL,Casablanca,,卡萨布兰卡,,casablanca
4,3MAR000FES,Fes,,非斯,,fes
4,3MAR000MKN,Meknes,,梅克内斯,,meknes
4,3MAR000MRK,Marrakech,,马拉喀什,,marrakech
4,3MAR000OUJ,Oujda,,乌季达,,oujda
4,3MAR000RSA,Rabat,,拉巴特,,rabat
4,3MAR000TET,Tetouan,,得土安,,tetouan
4,3MAR000TGR,Tangier,,丹吉尔,,tangier
4,3MAR000WSH,Western Sahara,,西撒哈拉,,western sahara
4,3MDG0000AN,Antananarivo,,塔那那利佛,,antananarivo
4,3MDG0000AS,Antsiranana,,安齐拉纳纳,,antsiranana
4,3MDG0000FN,Fianarantsoa,,菲亚纳兰楚阿,,fianarantsoa
4,3MDG0000MJ,Mahajanga,,马哈赞加,,mahajanga
4,3MDG0000TL,Toliary,,图利亚拉,,toliary
4,3MDG0000TM,Toamasina,,图阿马西拉,,toamasina
4,3MLI0000CD,Bamako,,巴马科首都区,,bamako
4,3MLI0000GA,Gao,,加奥,,gao
4,3MLI0000KD,Kidal,,基达尔,,kidal
4,3MLI0000KL,Koulikoro,,库利科罗,,koulikoro
4,3MLI0000KY,Kayes,,卡伊,,kayes
4,3MLI0000MP,Mopti,,莫普提,,mopti
4,3MLI0000SG,Segou,,塞古,,segou
4,3MLI0000SK,Sikasso,,锡卡索,,sikasso
4,3MLI0000TB,Tombouctou,,通布图,,tombouctou
4,3MRT0000AD,Adrar,,阿德拉尔,,adrar
4,3MRT0000AS,El-Acaba,,阿萨巴,,el-acaba
4,3MRT0000BR,Brakna,,卜拉克纳,,brakna
4,3MRT0000DN,Dakhlet Nouadhibou,,努瓦迪布湾,,dakhlet nouadhibou
4,3MRT0000GM,Guidimaka,,吉迪马卡,,guidimaka
4,3MRT0000GO,Gorgol,,戈尔戈勒,,gorgol
4,3MRT0000HC,Hodh ech-Chargui,,西胡德,,hodh ech-chargui
4,3MRT0000HG,Hodh el-Gharbi,,东胡德,,hodh el-gharbi
4,3MRT0000IN,Inchiri,,因希里,,inchiri
4,3MRT0000NO,Nouakchott,,努瓦克肖特特区,,nouakchott
4,3MRT0000TA,Tagant,,塔甘特,,tagant
4,3MRT0000TR,Trarza,,特拉扎,,trarza
4,3MRT0000TZ,Tiris Zemmour,,提里斯-宰穆尔,,tiris zemmour
4,3MWI00000C,Central,,中央区,,central
